Season,Team,G_Bat,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR_Bat,W,L,SV,G_Pitch,GS,IP,K/9,BB/9,HR/9,BABIP_y,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR_Pitch,OD,Current,AVG Salary,Median
1996,SFG,2285,6316,153,752,707,113,9.7%,18.8%,0.135,0.295,0.253,0.331,0.388,0.317,,92,-2.8,-67.8,71.7,19,68,94,35,587,162,1442.1,6.22,3.56,1.21,0.295,68.7%,,,,4.72,,4.86,,4.7,34605225,34605225,1281675,240000
1996,STL,2258,6177,142,759,711,149,8.0%,17.6%,0.14,0.307,0.267,0.33,0.407,0.322,,93,2.2,-55,121.8,24.8,88,74,43,575,162,1452.1,6.51,3.34,1.07,0.275,72.9%,,,,3.98,,4.46,,11.9,38741666,38741666,1249731,625000
1996,TEX,1706,6494,221,928,890,83,10.2%,16.0%,0.184,0.311,0.284,0.358,0.469,0.358,,104,3.3,35.7,3.2,27,90,72,43,510,163,1449.1,6.06,3.61,1.04,0.305,71.2%,,,,4.65,,4.63,,19.4,35862028,35862028,1280787,367500
1996,TOR,1664,6295,177,766,712,116,8.4%,17.6%,0.161,0.293,0.259,0.331,0.42,0.331,,90,4.6,-79.8,-39.7,11.1,74,88,35,465,162,1445.2,6.43,3.8,1.16,0.293,70.6%,,,,4.58,,4.76,,16.7,28486708,28486708,1095643,261250
1997,ATL,2208,6315,174,791,755,108,9.5%,18.4%,0.156,0.31,0.27,0.343,0.426,0.338,,101,-2.9,7.4,114.3,31.8,101,61,37,536,162,1465.2,7.34,2.76,0.68,0.283,74.1%,,,,3.18,,3.45,,28.5,50488500,50488500,1803161,395000
1997,BAL,2003,6340,196,812,780,63,9.2%,15.0%,0.16,0.29,0.268,0.341,0.429,0.338,,102,1.9,17.8,-4.3,23.2,98,64,59,562,162,1461,7.02,3.47,1.01,0.287,74.5%,,,,3.91,,4.23,,20.2,54871399,54871399,2032274,760000
1997,BOS,1875,6430,185,851,810,68,8.0%,16.2%,0.172,0.325,0.291,0.352,0.463,0.354,,109,-6.6,65.7,-0.7,28.5,78,84,40,579,162,1451.2,6.12,3.79,0.92,0.307,68.2%,,,,4.85,,4.49,,12.9,43232000,43232000,1490759,900000
1997,CHC,2353,6098,127,687,642,116,7.4%,16.4%,0.133,0.3,0.263,0.321,0.396,0.315,,83,-2.2,-137.5,76.6,13.2,68,94,37,603,162,1429,6.75,3.72,1.17,0.292,72.6%,,,,4.44,,4.62,,9.3,39829333,39829333,1531897,675000
1997,CHW,2014,6201,158,779,740,106,9.2%,14.5%,0.144,0.298,0.273,0.341,0.417,0.334,,100,-0.8,1.2,-43.1,17.2,80,81,52,550,161,1422.1,6.08,3.64,1.11,0.294,68.5%,,,,4.74,,4.64,,11.1,54377500,54377500,1942054,575000
1997,CIN,2303,6153,142,651,612,190,8.4%,18.1%,0.137,0.292,0.253,0.321,0.389,0.314,,85,9.5,-110.9,23.9,10.7,76,86,49,585,162,1449,7.2,3.47,1.07,0.287,71.0%,,,,4.42,,4.38,,12.7,46267000,46267000,1595414,600000
1997,CLE,1917,6304,220,868,810,118,9.8%,15.1%,0.181,0.309,0.286,0.358,0.467,0.36,,113,-1.4,106.5,-8.1,31.3,86,75,39,589,161,1425.2,6.54,3.63,1.14,0.305,70.5%,,,,4.73,,4.62,,11.8,54130232,54130232,2004823,1800000
1997,COL,2232,6338,239,923,869,137,8.9%,16.7%,0.19,0.316,0.288,0.357,0.478,0.363,,95,-0.1,-43.3,43.5,19.9,83,79,38,588,162,1432.2,5.47,3.56,1.23,0.318,69.2%,,,,5.25,,5,,10.4,42870501,42870501,1587796,550000
1997,DET,1846,6190,176,784,743,161,9.3%,18.8%,0.157,0.296,0.258,0.332,0.415,0.329,,93,1.6,-53.2,-80.9,8,79,83,42,579,162,1445.2,6.11,3.44,1.11,0.289,70.3%,,,,4.56,,4.59,,15.9,16304500,16304500,582304,297500
1997,HOU,2164,6363,133,777,720,171,9.9%,17.1%,0.144,0.298,0.259,0.344,0.403,0.33,,100,2.8,4.7,107.8,31,84,78,37,516,162,1459,7.02,3.15,0.83,0.287,73.1%,,,,3.67,,3.9,,16.5,32935000,32935000,1219815,420000
1997,KCR,1929,6295,158,747,711,130,8.9%,16.9%,0.143,0.299,0.264,0.333,0.407,0.327,,92,-2,-66,33.8,18.6,67,94,29,554,161,1443,5.99,3.31,1.16,0.296,69.8%,,,,4.71,,4.67,,13.8,31225000,31225000,1076724,340000
1997,LAA,1879,6387,161,829,775,126,9.7%,14.9%,0.144,0.3,0.272,0.346,0.416,0.336,,100,-5.4,-8.6,4.6,21.6,84,78,39,562,162,1454.2,6.5,3.74,1.25,0.293,72.8%,,,,4.52,,4.83,,10.8,29452672,29452672,1015609,400000
1997,LAD,2171,6216,174,742,706,131,8.0%,17.4%,0.15,0.304,0.268,0.33,0.418,0.328,,100,-1,-0.5,4.4,19.7,88,74,45,574,162,1459.1,7.6,3.37,1.01,0.276,75.3%,,,,3.63,,4.09,,14.7,43400000,43400000,1607407,550000
1997,MIA,2179,6300,136,740,703,115,10.9%,17.0%,0.135,0.298,0.259,0.346,0.395,0.329,,99,-1.5,-12,35,21.9,92,70,39,566,162,1446.2,7.39,3.98,0.81,0.291,74.1%,,,,3.83,,4.1,,15.2,47753000,47753000,1705464,487500
1997,MIL,2085,6097,135,681,643,103,8.1%,15.9%,0.138,0.291,0.26,0.325,0.398,0.319,,86,-2.7,-112.2,32,13.2,78,83,44,528,161,1427.1,6.41,3.42,1.12,0.287,72.1%,,,,4.23,,4.57,,14.2,21020332,21020332,840813,325000
1997,MIN,1963,6267,132,772,730,151,7.9%,17.9%,0.139,0.313,0.27,0.333,0.409,0.327,,91,8.2,-67.9,-22.3,12.7,68,94,30,552,162,1434,5.7,3.11,1.17,0.305,67.8%,,,,5.02,,4.64,,11.7,25747500,25747500,990288,387500
1997,MON,2215,6131,172,691,659,75,6.9%,17.7%,0.167,0.29,0.258,0.316,0.425,0.323,,91,-4.4,-78.2,64.2,17.9,78,84,37,552,162,1447,7.08,3.46,0.93,0.284,70.1%,,,,4.14,,4.16,,14.6,18335500,18335500,705212,222500
1997,NYM,2268,6248,153,777,741,97,8.8%,16.5%,0.143,0.294,0.262,0.332,0.405,0.325,,95,-12.1,-48.5,81.7,22.9,88,74,49,538,162,1459.1,6.06,3.11,0.99,0.286,72.7%,,,,3.95,,4.32,,11.8,38474567,38474567,1282486,213500
1997,NYY,1773,6527,161,891,846,99,10.4%,14.6%,0.15,0.316,0.286,0.362,0.436,0.351,,111,-4.3,88.7,-83.6,22.8,96,66,51,530,162,1467.2,7.14,3.26,0.88,0.3,73.5%,,,,3.84,,3.98,,23.5,59148877,59148877,2190699,1100000
1997,OAK,2045,6369,197,764,714,71,10.1%,18.5%,0.163,0.295,0.26,0.339,0.423,0.336,,101,-0.9,8.2,-107.8,12,65,97,38,642,162,1445.1,5.93,4,1.23,0.324,69.0%,,,,5.49,,5.03,,4.8,21911000,21911000,876440,194000
1997,PHI,2163,6130,116,668,622,92,8.5%,16.8%,0.13,0.293,0.255,0.322,0.385,0.313,,82,-5.3,-145.4,48.1,9.7,68,94,35,571,162,1420.1,7.66,3.9,1.08,0.304,68.0%,,,,4.87,,4.4,,12.2,35463500,35463500,1143984,235000
1997,PIT,2211,6201,129,725,686,160,7.8%,18.7%,0.142,0.308,0.262,0.329,0.404,0.324,,89,10.9,-78.3,-51.3,6.5,79,83,41,613,162,1436,6.77,3.51,0.9,0.306,70.9%,,,,4.28,,4.2,,14.3,9071666,9071666,335988,200000
1997,SDP,2209,6373,152,795,761,140,9.5%,17.7%,0.136,0.312,0.271,0.342,0.407,0.331,,102,2.6,15.4,-94.2,11.9,76,86,43,588,162,1450,6.57,3.7,1.07,0.31,67.4%,,,,4.98,,4.55,,7.1,34698672,34698672,1334564,717500
1997,SEA,1911,6385,264,925,890,89,9.8%,17.4%,0.204,0.305,0.28,0.355,0.485,0.363,,116,1,133.6,-10.9,34,90,72,38,554,162,1447.2,7.5,3.72,1.19,0.304,70.2%,,,,4.79,,4.54,,15.2,39667628,39667628,1469171,550000
1997,SFG,2249,6296,172,784,746,121,10.2%,17.8%,0.156,0.292,0.258,0.337,0.414,0.329,,99,3.5,-3.9,82.5,27.5,90,72,45,643,162,1446,6.5,3.6,1,0.299,69.8%,,,,4.43,,4.38,,10.3,33469213,33469213,1154111,550000
1997,STL,2187,6212,144,689,654,164,8.7%,19.2%,0.141,0.299,0.255,0.324,0.396,0.317,,87,7.4,-92.7,98.7,20.1,73,89,39,561,162,1455.2,6.99,3.31,0.77,0.297,71.0%,,,,3.88,,3.89,,20.6,44179167,44179167,1472639,462500
1997,TEX,1921,6266,187,807,773,72,8.0%,17.8%,0.164,0.309,0.274,0.334,0.438,0.337,,95,-1.1,-42.2,-1.2,17.4,77,85,33,544,162,1429.2,5.82,3.41,1.06,0.308,69.8%,,,,4.7,,4.57,,15,50112268,50112268,1927395,525000
1997,TOR,1834,6109,147,654,627,134,8.0%,18.6%,0.146,0.28,0.244,0.31,0.389,0.308,,81,5.6,-146,-4.2,6.3,76,86,34,498,162,1442.2,7.17,3.1,1.04,0.299,73.8%,,,,3.93,,4.13,,21.9,45894833,45894833,1582580,625000
1998,ARI,2067,6116,159,665,621,73,8.0%,20.3%,0.146,0.29,0.246,0.314,0.393,0.311,,82,-2,-140.7,54.3,10.4,65,97,37,530,162,1432.1,5.71,3.07,1.18,0.282,68.3%,,,,4.64,,4.69,,8.9,28936500,28936500,1157460,240000
1998,ATL,1971,6217,215,826,794,98,8.8%,17.1%,0.181,0.3,0.272,0.342,0.453,0.346,,108,0.8,61.7,124.6,37.6,106,56,45,516,162,1438.2,7.71,2.92,0.73,0.285,74.4%,,,,3.25,,3.53,,27,59536000,59536000,2126286,350000
1998,BAL,2017,6304,214,817,783,86,9.4%,14.3%,0.174,0.291,0.273,0.347,0.447,0.347,,109,-3.8,66,-29.3,24.9,79,83,37,564,162,1431.1,6.7,3.36,1.06,0.304,70.3%,,,,4.74,,4.4,,16.2,70408134,70408134,2607709,1800000
1998,BOS,2043,6302,205,876,827,72,8.6%,16.6%,0.183,0.31,0.28,0.348,0.463,0.352,,107,-2.7,54.8,44.2,31.1,92,70,53,594,162,1436,6.42,3.16,1.05,0.282,71.4%,,,,4.19,,4.4,,15.5,51647000,51647000,1780931,1000000
1998,CHC,2283,6394,212,831,788,65,9.4%,19.1%,0.169,0.302,0.264,0.337,0.433,0.336,,100,-6.2,-5.1,26,21.7,90,73,56,612,163,1477.1,7.35,3.5,1.1,0.302,71.6%,,,,4.5,,4.35,,14.7,49383000,49383000,1829000,725000
1998,CHW,1891,6281,198,861,806,127,8.8%,14.6%,0.172,0.291,0.271,0.339,0.444,0.341,,103,5.3,30.6,-10.6,23.2,80,82,42,568,163,1438.2,5.7,3.63,1.32,0.294,66.7%,,,,5.24,,5.1,,5.5,36840000,36840000,1473600,230000
1998,CIN,2270,6269,138,750,723,95,9.7%,17.7%,0.14,0.303,0.262,0.337,0.402,0.326,,92,0.6,-63.1,52.5,18.3,77,85,42,528,162,1441.1,6.86,3.58,1.06,0.285,70.8%,,,,4.44,,4.45,,12.8,21995000,21995000,758448,265000
1998,CLE,1852,6376,198,850,811,143,9.9%,16.6%,0.176,0.302,0.272,0.347,0.448,0.347,,103,2,29.1,20.9,26.5,89,73,47,585,162,1460,6.39,3.47,1.05,0.303,72.2%,,,,4.45,,4.54,,15.6,59033499,59033499,2108339,1750000
1998,COL,2326,6277,183,826,791,67,7.5%,15.1%,0.169,0.321,0.291,0.347,0.461,0.351,,87,-7.1,-110.2,52.2,13.7,77,85,36,568,162,1432.2,5.97,3.53,1.09,0.311,68.9%,,,,5,,4.7,,15.8,47433333,47433333,1694048,655000
1998,DET,1897,6243,165,722,691,122,7.3%,17.1%,0.152,0.297,0.264,0.323,0.415,0.324,,90,-2.6,-86.8,38.9,16.6,65,97,32,608,162,1446.1,5.89,3.7,1.15,0.3,68.7%,,,,4.93,,4.81,,12.8,22625000,22625000,780172,400000
1998,HOU,2125,6441,166,874,818,155,9.6%,17.4%,0.156,0.321,0.28,0.356,0.436,0.347,,113,8.7,112.1,44.5,35.2,102,60,44,501,162,1471.1,7.26,2.84,0.9,0.295,76.1%,,,,3.5,,3.86,,18.4,40629000,40629000,1451036,675000
1998,KCR,2001,6191,134,714,686,135,7.7%,15.9%,0.136,0.295,0.263,0.324,0.399,0.319,,85,5.2,-115.8,-23.4,7.3,72,89,46,549,161,1436.1,6.26,3.56,1.23,0.307,67.9%,,,,5.16,,4.83,,11.3,32912500,32912500,1175446,321250
1998,LAA,1884,6280,147,787,739,93,8.1%,16.4%,0.144,0.308,0.272,0.335,0.415,0.33,,94,-1.1,-46.2,-85.9,8.2,85,77,52,577,162,1444,6.8,3.93,1.02,0.3,71.3%,,,,4.49,,4.51,,15.7,38537000,38537000,1284567,487500
1998,LAD,2096,6077,159,669,630,137,7.4%,17.4%,0.136,0.283,0.252,0.31,0.387,0.307,,88,4.3,-90.5,24.1,12.2,83,79,47,504,162,1447.1,7.33,3.65,0.84,0.284,72.6%,,,,3.81,,4.06,,17.5,47970000,47970000,1654138,650000
1998,MIA,2202,6228,114,667,621,115,8.4%,18.0%,0.124,0.291,0.248,0.317,0.373,0.306,,85,-1.8,-119.1,24.9,10,54,108,24,582,162,1449.2,6.31,4.44,1.13,0.313,68.7%,,,,5.2,,4.97,,1.5,33434000,33434000,1238296,185000
1998,MIL,2277,6232,152,707,673,81,8.5%,16.7%,0.136,0.294,0.26,0.33,0.396,0.321,,91,-9.5,-83,55.2,16.5,74,88,39,577,162,1451,6.59,3.41,1.17,0.302,70.9%,,,,4.63,,4.62,,8.5,32252583,32252583,1112158,525000
1998,MIN,1838,6263,115,734,691,112,8.1%,14.6%,0.123,0.297,0.266,0.328,0.389,0.317,,83,-1.2,-137.6,-122.9,-4.5,70,92,42,594,162,1447.2,5.92,2.84,1.12,0.308,69.7%,,,,4.76,,4.48,,14.3,26182500,26182500,1090938,537500
1998,MON,2319,6042,147,644,602,91,7.3%,17.5%,0.145,0.283,0.249,0.31,0.394,0.309,,83,-1.9,-134.4,71.3,12.5,65,97,39,605,162,1427,6.41,3.36,0.98,0.291,69.0%,,,,4.39,,4.38,,12.2,9202000,9202000,353923,225000
1998,NYM,2278,6257,136,706,671,62,9.1%,16.8%,0.135,0.295,0.259,0.33,0.394,0.318,,93,-7.7,-65,47.1,17.5,88,74,46,561,162,1458,6.97,3.28,0.94,0.287,75.6%,,,,3.77,,4.18,,14.6,49559665,49559665,1651989,1000000
1998,NYY,1962,6444,207,965,907,153,10.1%,15.9%,0.172,0.317,0.288,0.364,0.46,0.36,,116,3.1,138.4,6.9,36.1,114,48,48,496,162,1456.2,6.67,2.88,0.96,0.277,73.8%,,,,3.82,,4.15,,21.2,63159898,63159898,2429227,1416666
1998,OAK,1908,6283,149,804,755,131,10.1%,17.9%,0.14,0.296,0.257,0.338,0.397,0.327,,94,5.7,-45.6,-83,8.5,74,88,39,570,162,1434,5.79,3.32,1.12,0.298,67.4%,,,,4.83,,4.7,,11.9,20063000,20063000,668767,270000
1998,PHI,2166,6300,126,713,672,97,8.1%,17.1%,0.131,0.303,0.264,0.326,0.395,0.317,,87,-0.3,-105.3,69.7,16,75,87,32,547,162,1463,7.23,3.35,1.16,0.294,69.9%,,,,4.64,,4.43,,11.8,36085000,36085000,949605,232500
1998,PIT,2162,6113,107,650,613,159,6.4%,17.3%,0.121,0.294,0.254,0.311,0.374,0.304,,78,9.6,-160.3,24.9,5.6,69,93,41,558,163,1449,6.91,3.29,0.91,0.292,71.4%,,,,3.91,,4.08,,17.5,13752000,13752000,491143,275000
1998,SDP,2282,6245,167,749,715,79,9.7%,17.2%,0.155,0.285,0.253,0.33,0.409,0.325,,99,-0.4,-7.6,-14.5,17,98,64,59,531,162,1454.2,7.53,3.1,0.86,0.293,74.7%,,,,3.63,,3.84,,21.4,45368000,45368000,1744923,800000
1998,SEA,1858,6331,234,859,823,115,8.8%,17.1%,0.192,0.302,0.276,0.345,0.468,0.353,,109,5.9,77.8,-30.5,26,76,85,31,529,161,1424.1,7.3,3.34,1.24,0.308,68.5%,,,,4.95,,4.54,,15.8,52032291,52032291,1678461,550000
1998,SFG,2304,6484,161,845,800,102,10.5%,16.0%,0.147,0.308,0.274,0.353,0.421,0.34,,108,-1.4,62.2,52.7,31.2,89,74,44,596,163,1477,6.64,3.42,1.04,0.287,72.7%,,,,4.19,,4.42,,12,41320835,41320835,1530401,1000000
1998,STL,2305,6413,223,810,781,133,10.5%,18.4%,0.183,0.289,0.258,0.341,0.441,0.34,,104,8.7,39.8,47.7,28.3,83,79,44,591,163,1469.2,5.95,3.42,0.92,0.292,70.2%,,,,4.32,,4.4,,12.5,52572500,52572500,1752417,750000
1998,TBR,1982,6157,111,620,579,120,7.7%,18.0%,0.123,0.306,0.261,0.321,0.385,0.312,,83,-7.8,-147.4,71.3,13.6,63,99,28,572,162,1443,6.29,4.01,1.07,0.287,73.2%,,,,4.35,,4.79,,10.8,25317500,25317500,873017,205000
1998,TEX,1876,6401,201,940,894,82,9.3%,16.3%,0.173,0.321,0.289,0.357,0.462,0.357,,108,-4.1,60.8,-0.4,27.6,88,74,46,564,162,1431.1,6.25,3.26,1.03,0.315,67.2%,,,,5,,4.42,,17.9,54704595,54704595,1953736,1100000
1998,TOR,1875,6323,221,816,776,184,8.9%,17.9%,0.182,0.295,0.266,0.34,0.448,0.343,,102,1.6,20.6,-13.7,22.1,88,74,47,547,163,1465,7.09,3.61,1.04,0.29,71.1%,,,,4.29,,4.36,,18.5,48415000,48415000,1729107,1312500
1999,ARI,2100,6415,216,908,865,137,9.2%,16.3%,0.182,0.303,0.277,0.347,0.459,0.348,,98,9.9,-7.3,84.6,27.3,100,62,42,544,162,1467.1,7.35,3.33,1.08,0.284,75.2%,,,,3.77,,4.27,,21.7,70370999,70370999,2199094,1012500
1999,ATL,2204,6351,197,840,791,148,9.6%,15.1%,0.17,0.288,0.266,0.341,0.436,0.338,,95,-0.2,-44.1,85.4,23.8,103,59,45,556,162,1471,7.32,3.1,0.87,0.289,73.3%,,,,3.65,,3.85,,27.8,75065000,75065000,2345781,975000
1999,BAL,1958,6409,203,851,804,107,9.6%,13.9%,0.169,0.298,0.279,0.353,0.447,0.35,,107,0.7,56.7,21.7,28.9,78,84,33,555,162,1435,6.16,4.06,1.24,0.29,71.5%,,,,4.77,,5.01,,11.7,70818363,70818363,2442013,800000
1999,BOS,1862,6321,176,836,808,67,9.4%,14.7%,0.17,0.303,0.278,0.35,0.448,0.349,,102,-4.1,8.2,23,24.2,94,68,50,574,162,1436.2,7.09,2.94,1,0.287,70.9%,,,,4,,4.1,,23.5,71720000,71720000,2173333,1500000
1999,CHC,2273,6201,189,747,717,60,9.2%,18.9%,0.163,0.293,0.257,0.329,0.42,0.328,,87,-7.8,-113.6,20,10.3,67,95,32,602,162,1430.2,6.16,3.33,1.39,0.304,67.3%,,,,5.27,,4.94,,9.5,55368500,55368500,1909259,825000
1999,CHW,1904,6264,162,777,742,110,8.0%,12.9%,0.152,0.297,0.277,0.337,0.429,0.335,,94,-0.5,-53.4,-37.7,12.2,75,86,39,571,162,1438.1,6.06,3.73,1.31,0.303,70.8%,,,,4.92,,5.06,,11.3,24550000,24550000,909259,240000
1999,CIN,2274,6378,209,865,820,164,8.9%,17.6%,0.179,0.304,0.272,0.341,0.451,0.344,,96,8.4,-25.3,137.3,30.8,96,67,55,544,163,1462,6.65,3.92,1.17,0.262,74.2%,,,,3.99,,4.74,,13.7,42917761,42917761,1384444,450000
1999,CLE,1859,6554,209,1009,960,147,11.3%,16.8%,0.177,0.323,0.289,0.373,0.467,0.367,,112,6.9,114.5,18.6,34.4,97,65,46,628,162,1450.1,6.95,3.93,1.22,0.299,69.5%,,,,4.91,,4.78,,15.5,73857962,73857962,2051610,670000
1999,COL,2282,6369,223,906,863,70,8.0%,13.6%,0.184,0.304,0.288,0.348,0.472,0.354,,84,-5.3,-146.1,-45.2,1.3,72,90,33,582,162,1429,6.5,4.64,1.49,0.325,67.8%,,,,6.03,,5.52,,8.4,54392504,54392504,1942589,550000
1999,DET,1902,6096,212,747,704,108,7.5%,17.2%,0.181,0.287,0.261,0.326,0.443,0.334,,92,-10.1,-73.6,19.8,15.5,69,92,33,581,161,1420.2,6.18,3.69,1.32,0.297,68.8%,,,,5.22,,5.05,,12.4,34959666,34959666,1165322,365000
1999,HOU,2043,6403,168,823,784,166,11.4%,17.8%,0.154,0.306,0.267,0.355,0.42,0.341,,101,-0.7,7.5,71.8,27.4,97,65,48,501,162,1458.2,7.43,2.95,0.79,0.312,72.8%,,,,3.84,,3.69,,26.7,55289000,55289000,1675424,700000
1999,KCR,1865,6325,151,856,800,127,8.5%,14.7%,0.151,0.312,0.282,0.348,0.433,0.342,,94,7.9,-40.4,16.7,19,64,97,29,577,161,1420.2,5.26,4.07,1.28,0.303,68.6%,,,,5.35,,5.31,,7.4,16527000,16527000,533129,225000
1999,LAA,1797,6132,158,711,673,71,8.3%,16.7%,0.139,0.286,0.256,0.322,0.395,0.316,,80,-6.1,-170.9,52.6,9.8,70,92,37,562,162,1431.1,5.51,3.92,1.11,0.286,69.6%,,,,4.79,,4.94,,13.3,49893166,49893166,1511914,375000
1999,LAD,2104,6338,187,793,761,167,9.4%,16.3%,0.154,0.294,0.266,0.339,0.42,0.334,,97,2.7,-21.9,48.2,22.1,77,85,37,561,162,1452.2,6.67,3.68,1.19,0.284,71.6%,,,,4.45,,4.72,,12.6,70935786,70935786,2446062,1050000
1999,MIA,2214,6216,128,691,655,92,7.7%,18.4%,0.132,0.307,0.263,0.325,0.395,0.317,,84,-2.3,-135.2,44.3,10.8,64,98,33,614,162,1435.2,5.91,4.11,1.07,0.304,69.8%,,,,4.9,,4.85,,9.1,15150000,15150000,561111,220000
1999,MIL,2281,6433,165,815,777,81,10.2%,16.6%,0.153,0.309,0.273,0.353,0.426,0.342,,97,1.4,-28.8,11,18,74,87,40,614,161,1442.2,6.16,3.84,1.33,0.305,70.4%,,,,5.08,,5.07,,7,42927395,42927395,1341481,256250
1999,MIN,1957,6124,105,686,643,118,8.2%,16.0%,0.12,0.301,0.264,0.328,0.384,0.315,,79,-3.5,-179.4,-23.7,1.3,63,97,34,578,161,1423.1,5.86,3.08,1.32,0.303,69.5%,,,,5.03,,4.82,,12.2,16355000,16355000,654200,277500
1999,MON,2385,6151,163,718,680,70,7.1%,15.3%,0.162,0.292,0.265,0.323,0.427,0.326,,86,-9,-125.4,5.4,7.6,68,94,44,594,162,1434.1,6.54,3.59,0.95,0.301,66.7%,,,,4.69,,4.38,,17.9,16363000,16363000,527839,225000
1999,NYM,2323,6454,181,853,814,150,11.1%,15.4%,0.156,0.308,0.279,0.363,0.434,0.35,,105,2.5,46,57,29.7,97,66,49,602,163,1456.2,7.24,3.81,1.03,0.285,73.6%,,,,4.27,,4.39,,15.9,71331425,71331425,2161558,1687500
1999,NYY,1891,6416,193,900,855,104,11.2%,15.2%,0.171,0.309,0.282,0.366,0.453,0.358,,111,-4.9,90.4,-39.9,25.9,98,64,50,521,162,1439.2,6.95,3.63,0.99,0.288,72.0%,,,,4.16,,4.35,,21.2,88130709,88130709,3147525,2008333
1999,OAK,1928,6442,235,893,845,70,12.0%,17.5%,0.187,0.285,0.259,0.355,0.446,0.351,,106,-2.6,52.4,-67.3,19.7,87,75,48,568,162,1438.1,6.05,3.56,1,0.302,67.9%,,,,4.76,,4.53,,18.6,24150333,24150333,805011,462500
1999,PHI,2206,6386,161,841,797,125,9.9%,16.9%,0.156,0.313,0.275,0.351,0.431,0.343,,96,9.3,-27.9,73.4,24.2,77,85,32,603,162,1438.1,6.44,3.92,1.33,0.29,70.8%,,,,4.93,,5.05,,6.9,30516500,30516500,953641,352000
1999,PIT,2250,6234,171,775,735,112,9.2%,19.2%,0.16,0.301,0.259,0.334,0.419,0.33,,88,2.6,-102.9,45.7,14,78,83,34,586,161,1433.1,6.8,3.97,1,0.296,70.7%,,,,4.35,,4.51,,14.9,24217666,24217666,691933,350000
1999,SDP,2305,6136,153,710,671,174,10.3%,19.1%,0.141,0.294,0.252,0.332,0.393,0.322,,90,4.5,-77.1,61.1,17.6,74,88,43,564,162,1420.1,6.83,3.35,1.22,0.292,70.8%,,,,4.47,,4.57,,12,45932179,45932179,1640435,487500
1999,SEA,1915,6310,244,859,825,130,9.7%,17.4%,0.186,0.293,0.269,0.343,0.455,0.346,,105,5.8,47.4,-71.7,18.3,79,83,40,508,162,1433.2,6.15,4.29,1.2,0.313,69.6%,,,,5.25,,5.08,,9.1,44371336,44371336,1431333,400000
1999,SFG,2107,6449,188,872,828,109,10.8%,15.9%,0.163,0.301,0.271,0.356,0.434,0.347,,104,-3.4,30.2,-1.1,22.4,86,76,42,612,162,1456.1,6.65,4.05,1.2,0.29,70.9%,,,,4.71,,4.84,,9.8,46059557,46059557,1644984,740000
1999,STL,2275,6354,194,809,763,134,9.6%,18.9%,0.163,0.3,0.262,0.338,0.426,0.334,,92,5.2,-64.6,38.5,17.2,75,86,38,615,161,1445.1,6.38,4.15,1,0.301,69.7%,,,,4.76,,4.68,,14,46248195,46248195,1445256,520000
1999,TBR,1833,6272,145,772,728,73,8.7%,16.6%,0.137,0.312,0.274,0.343,0.411,0.333,,92,-7.5,-75,-71.2,6.8,69,93,45,615,162,1433,6.63,4.36,1.08,0.32,68.6%,,,,5.06,,4.84,,12.9,37812500,37812500,1112132,267500
1999,TEX,1807,6389,230,945,897,111,9.6%,14.7%,0.186,0.313,0.293,0.361,0.479,0.363,,109,-2.1,74.6,-20.4,26.3,95,67,47,601,162,1436.1,6.13,3.19,1.17,0.313,68.7%,,,,5.07,,4.6,,18.4,81301598,81301598,2803503,2225000
1999,TOR,1862,6370,212,883,856,119,9.1%,16.9%,0.177,0.311,0.28,0.352,0.457,0.353,,104,2.2,37,-10.1,23.7,84,78,39,539,162,1439,6.31,3.6,1.19,0.306,69.4%,,,,4.93,,4.77,,13.9,48165333,48165333,1505167,491666
2000,ARI,2103,6241,179,792,756,97,8.6%,15.6%,0.164,0.29,0.265,0.333,0.429,0.332,,88,-0.1,-102.7,59.2,15.6,85,77,38,552,162,1443.2,7.61,3.12,1.18,0.297,71.6%,,,,4.36,,4.28,,22.1,79230333,79230333,2829655,1779166
2000,ATL,2039,6275,179,810,758,148,9.5%,16.1%,0.157,0.302,0.271,0.346,0.429,0.339,,96,4.6,-33.9,83.2,24.5,95,67,53,538,162,1440.1,6.83,3.02,1.03,0.288,71.9%,,,,4.06,,4.19,,22.3,82732500,82732500,2852845,1400000
2000,BAL,1901,6238,184,794,750,126,8.9%,14.4%,0.163,0.293,0.272,0.341,0.435,0.338,,98,-3.9,-19,-38.4,15.3,74,88,33,558,162,1433.1,6.39,4.18,1.27,0.298,67.9%,,,,5.37,,5.01,,12,83141198,83141198,2866938,1850000
2000,BOS,2051,6371,167,792,755,43,9.6%,16.0%,0.156,0.297,0.267,0.341,0.423,0.334,,92,-4.4,-76.1,21.3,16.4,85,77,46,587,162,1452.2,6.95,3.09,1.07,0.288,71.2%,,,,4.24,,4.29,,20.5,81210333,81210333,2707011,2000000
2000,CHC,2269,6397,183,764,722,93,9.9%,17.5%,0.155,0.288,0.256,0.335,0.411,0.327,,89,2.4,-95,47.8,15.7,65,97,39,583,162,1454.2,7.07,4.07,1.43,0.292,69.5%,,,,5.26,,5.11,,8.1,62129333,62129333,2004172,776000
